order_id,order_date,year,month,month_name,day_of_week,quarter,user_id,name,city,membership,restaurant_id,restaurant_name,cuisine,rating,total_amount
998,2023-11-16,2023,11,November,Thursday,4,2586,User_2586,Hyderabad,Regular,162,Restaurant_162,Italian,3.3,733.55
999,2023-10-08,2023,10,October,Sunday,4,550,User_550,Chennai,Gold,260,Restaurant_260,Indian,4.0,1094.09
1000,2023-03-02,2023,3,March,Thursday,1,2422,User_2422,Chennai,Regular,35,Restaurant_35,Chinese,3.9,1062.38
1001,2023-10-05,2023,10,October,Thursday,4,454,User_454,Bangalore,Gold,101,Restaurant_101,Mexican,3.9,711.68
1002,2023-11-10,2023,11,November,Friday,4,2105,User_2105,Chennai,Regular,188,Restaurant_188,Chinese,4.6,913.82
1003,2023-07-16,2023,7,July,Sunday,3,2487,User_2487,Hyderabad,Gold,222,Restaurant_222,Italian,4.9,853.02
1004,2023-01-08,2023,1,January,Sunday,1,2737,User_2737,Hyderabad,Regular,295,Restaurant_295,Chinese,3.1,1292.83
1005,2023-01-08,2023,1,January,Sunday,1,1194,User_1194,Chennai,Regular,170,Restaurant_170,Mexican,4.4,423.73
1006,2023-06-23,2023,6,June,Friday,2,2566,User_2566,Bangalore,Gold,127,Restaurant_127,Chinese,5.0,756.75
1007,2023-03-15,2023,3,March,Wednesday,1,692,User_692,Hyderabad,Gold,452,Restaurant_452,Chinese,4.4,811.45
1008,2023-02-26,2023,2,February,Sunday,1,1058,User_1058,Hyderabad,Regular,117,Restaurant_117,Indian,3.9,899.25
1009,2023-08-26,2023,8,August,Saturday,3,293,User_293,Bangalore,Gold,379,Restaurant_379,Mexican,4.1,242.29
1010,2023-03-21,2023,3,March,Tuesday,1,1934,User_1934,Hyderabad,Regular,343,Restaurant_343,Mexican,4.4,520.55
1011,2023-08-24,2023,8,August,Thursday,3,2078,User_2078,Bangalore,Gold,351,Restaurant_351,Mexican,4.2,821.65
1012,2023-04-14,2023,4,April,Friday,2,2676,User_2676,Hyderabad,Gold,498,Restaurant_498,Chinese,3.9,653.38
1013,2023-11-16,2023,11,November,Thursday,4,1403,User_1403,Hyderabad,Gold,120,Restaurant_120,Italian,3.2,1448.81
1014,2023-12-04,2023,12,December,Monday,4,2263,User_2263,Hyderabad,Gold,169,Restaurant_169,Italian,4.2,887.12
1015,2023-08-03,2023,8,August,Thursday,3,420,User_420,Pune,Regular,145,Restaurant_145,Italian,3.1,966.27
1016,2023-12-08,2023,12,December,Friday,4,2634,User_2634,Chennai,Regular,409,Restaurant_409,Mexican,3.5,484.74
1017,2023-10-02,2023,10,October,Monday,4,1496,User_1496,Chennai,Regular,222,Restaurant_222,Italian,4.9,138.04
1018,2023-08-16,2023,8,August,Wednesday,3,490,User_490,Bangalore,Gold,415,Restaurant_415,Indian,3.2,1017.69
1019,2023-03-08,2023,3,March,Wednesday,1,2269,User_2269,Hyderabad,Regular,58,Restaurant_58,Indian,4.4,216.41
1020,2023-09-26,2023,9,September,Tuesday,3,2659,User_2659,Hyderabad,Gold,38,Restaurant_38,Italian,5.0,487.55
1021,2023-07-03,2023,7,July,Monday,3,2980,User_2980,Pune,Gold,158,Restaurant_158,Indian,4.5,863.42
1022,2023-05-18,2023,5,May,Thursday,2,1777,User_1777,Bangalore,Gold,199,Restaurant_199,Italian,3.4,716.09
1023,2023-12-28,2023,12,December,Thursday,4,111,User_111,Bangalore,Regular,161,Restaurant_161,Mexican,3.8,518.71
1024,2023-05-21,2023,5,May,Sunday,2,1524,User_1524,Chennai,Regular,405,Restaurant_405,Indian,4.8,480.53
1025,2023-01-22,2023,1,January,Sunday,1,1629,User_1629,Bangalore,Regular,274,Restaurant_274,Mexican,3.3,538.48
1026,2023-02-27,2023,2,February,Monday,1,2297,User_2297,Bangalore,Gold,368,Restaurant_368,Indian,4.4,1443.08
1027,2023-01-28,2023,1,January,Saturday,1,2254,User_2254,Chennai,Regular,351,Restaurant_351,Mexican,4.2,1023.0
1028,2023-12-21,2023,12,December,Thursday,4,272,User_272,Pune,Regular,68,Restaurant_68,Italian,4.1,1057.47
1029,2023-07-29,2023,7,July,Saturday,3,1014,User_1014,Pune,Gold,306,Restaurant_306,Chinese,4.8,684.06
1030,2023-07-03,2023,7,July,Monday,3,2487,User_2487,Hyderabad,Gold,298,Restaurant_298,Mexican,5.0,1187.18
1031,2023-09-17,2023,9,September,Sunday,3,1151,User_1151,Hyderabad,Gold,195,Restaurant_195,Indian,3.4,1222.95
1032,2023-10-05,2023,10,October,Thursday,4,488,User_488,Pune,Gold,311,Restaurant_311,Italian,4.7,438.43
1033,2023-01-26,2023,1,January,Thursday,1,1790,User_1790,Pune,Regular,104,Restaurant_104,Chinese,4.9,699.89
1034,2023-07-23,2023,7,July,Sunday,3,649,User_649,Pune,Gold,99,Restaurant_99,Italian,4.0,874.79
1035,2023-05-21,2023,5,May,Sunday,2,1723,User_1723,Chennai,Gold,305,Restaurant_305,Indian,4.6,432.63
1036,2023-11-17,2023,11,November,Friday,4,2786,User_2786,Bangalore,Regular,187,Restaurant_187,Chinese,3.8,727.32
1037,2023-02-02,2023,2,February,Thursday,1,1096,User_1096,Hyderabad,Regular,213,Restaurant_213,Indian,3.7,245.44
1038,2023-07-31,2023,7,July,Monday,3,1737,User_1737,Chennai,Gold,478,Restaurant_478,Chinese,3.1,442.88
1039,2023-11-05,2023,11,November,Sunday,4,2075,User_2075,Hyderabad,Gold,437,Restaurant_437,Indian,3.3,980.16
1040,2023-11-03,2023,11,November,Friday,4,992,User_992,Bangalore,Gold,86,Restaurant_86,Indian,4.2,266.79
1041,2023-05-20,2023,5,May,Saturday,2,976,User_976,Bangalore,Regular,265,Restaurant_265,Chinese,4.2,1036.31
1042,2023-11-02,2023,11,November,Thursday,4,1506,User_1506,Pune,Regular,138,Restaurant_138,Indian,4.8,519.05
1043,2023-09-01,2023,9,September,Friday,3,730,User_730,Bangalore,Regular,270,Restaurant_270,Mexican,3.8,801.04
1044,2023-11-11,2023,11,November,Saturday,4,2637,User_2637,Hyderabad,Regular,66,Restaurant_66,Italian,4.7,1214.71
1045,2023-12-17,2023,12,December,Sunday,4,114,User_114,Bangalore,Gold,435,Restaurant_435,Italian,3.1,332.99
1046,2023-08-24,2023,8,August,Thursday,3,859,User_859,Hyderabad,Gold,55,Restaurant_55,Indian,3.5,624.82
1047,2023-08-13,2023,8,August,Sunday,3,263,User_263,Hyderabad,Regular,164,Restaurant_164,Italian,3.5,225.64
1048,2023-03-17,2023,3,March,Friday,1,2591,User_2591,Pune,Regular,208,Restaurant_208,Mexican,4.7,1070.92
1049,2023-12-13,2023,12,December,Wednesday,4,1711,User_1711,Chennai,Regular,152,Restaurant_152,Indian,4.8,1039.61
1050,2023-05-03,2023,5,May,Wednesday,2,2359,User_2359,Hyderabad,Regular,256,Restaurant_256,Italian,3.1,365.96
1051,2023-01-07,2023,1,January,Saturday,1,444,User_444,Pune,Gold,468,Restaurant_468,Chinese,4.8,706.39
1052,2023-12-06,2023,12,December,Wednesday,4,187,User_187,Chennai,Gold,402,Restaurant_402,Mexican,3.3,965.12
1053,2023-02-02,2023,2,February,Thursday,1,94,User_94,Chennai,Regular,102,Restaurant_102,Italian,4.9,742.1
1054,2023-08-14,2023,8,August,Monday,3,27,User_27,Pune,Gold,335,Restaurant_335,Italian,3.9,429.38
1055,2023-08-25,2023,8,August,Friday,3,710,User_710,Hyderabad,Regular,143,Restaurant_143,Chinese,4.0,1398.21
1056,2023-11-25,2023,11,November,Saturday,4,1893,User_1893,Hyderabad,Regular,378,Restaurant_378,Italian,4.4,1367.32
1057,2023-04-02,2023,4,April,Sunday,2,1620,User_1620,Pune,Gold,280,Restaurant_280,Chinese,3.7,587.96
1058,2023-07-17,2023,7,July,Monday,3,492,User_492,Bangalore,Regular,31,Restaurant_31,Mexican,4.7,1135.58
1059,2023-07-20,2023,7,July,Thursday,3,619,User_619,Bangalore,Gold,216,Restaurant_216,Italian,3.1,1420.83
1060,2023-03-19,2023,3,March,Sunday,1,1716,User_1716,Pune,Regular,231,Restaurant_231,Indian,4.1,705.79
1061,2023-03-02,2023,3,March,Thursday,1,233,User_233,Bangalore,Gold,27,Restaurant_27,Italian,4.4,571.48
1062,2023-10-23,2023,10,October,Monday,4,373,User_373,Hyderabad,Regular,341,Restaurant_341,Chinese,3.2,467.32
1063,2023-08-23,2023,8,August,Wednesday,3,1551,User_1551,Chennai,Gold,493,Restaurant_493,Mexican,4.2,1167.36
1064,2023-02-18,2023,2,February,Saturday,1,496,User_496,Chennai,Regular,151,Restaurant_151,Chinese,3.8,1362.46
1065,2023-09-12,2023,9,September,Tuesday,3,1994,User_1994,Hyderabad,Gold,48,Restaurant_48,Mexican,3.8,1396.19
1066,2023-01-14,2023,1,January,Saturday,1,2530,User_2530,Bangalore,Regular,301,Restaurant_301,Italian,4.8,1172.84
1067,2023-06-14,2023,6,June,Wednesday,2,2846,User_2846,Bangalore,Gold,252,Restaurant_252,Indian,3.7,607.03
1068,2023-04-01,2023,4,April,Saturday,2,2797,User_2797,Hyderabad,Gold,115,Restaurant_115,Chinese,3.3,286.75
1069,2023-07-17,2023,7,July,Monday,3,1815,User_1815,Pune,Gold,230,Restaurant_230,Chinese,3.6,445.39
1070,2023-06-22,2023,6,June,Thursday,2,1561,User_1561,Hyderabad,Gold,458,Restaurant_458,Italian,4.8,361.24
1071,2023-05-04,2023,5,May,Thursday,2,2095,User_2095,Hyderabad,Regular,344,Restaurant_344,Indian,4.8,654.61
1072,2023-05-05,2023,5,May,Friday,2,2598,User_2598,Hyderabad,Regular,228,Restaurant_228,Mexican,4.1,615.18
1073,2023-09-03,2023,9,September,Sunday,3,920,User_920,Chennai,Regular,87,Restaurant_87,Mexican,3.8,1064.24
1074,2023-07-08,2023,7,July,Saturday,3,2589,User_2589,Bangalore,Gold,127,Restaurant_127,Chinese,5.0,154.24
1075,2023-09-29,2023,9,September,Friday,3,2796,User_2796,Bangalore,Gold,145,Restaurant_145,Italian,3.1,1165.33
1076,2023-08-14,2023,8,August,Monday,3,983,User_983,Pune,Regular,58,Restaurant_58,Indian,4.4,421.49
1077,2023-05-25,2023,5,May,Thursday,2,1477,User_1477,Hyderabad,Regular,229,Restaurant_229,Italian,3.8,251.37
1078,2023-01-10,2023,1,January,Tuesday,1,1259,User_1259,Hyderabad,Gold,33,Restaurant_33,Italian,4.2,1304.12
1079,2023-02-26,2023,2,February,Sunday,1,2870,User_2870,Bangalore,Regular,94,Restaurant_94,Chinese,4.5,899.29
1080,2023-05-22,2023,5,May,Monday,2,2148,User_2148,Pune,Regular,389,Restaurant_389,Italian,4.9,1129.34
1081,2023-12-25,2023,12,December,Monday,4,1583,User_1583,Hyderabad,Gold,238,Restaurant_238,Chinese,4.7,1139.76
1082,2023-06-29,2023,6,June,Thursday,2,1038,User_1038,Bangalore,Regular,402,Restaurant_402,Mexican,3.3,1423.95
1083,2023-07-10,2023,7,July,Monday,3,1580,User_1580,Pune,Gold,304,Restaurant_304,Italian,4.1,1078.28
1084,2023-09-06,2023,9,September,Wednesday,3,2079,User_2079,Pune,Regular,10,Restaurant_10,Chinese,3.4,520.44
1085,2023-10-28,2023,10,October,Saturday,4,1227,User_1227,Hyderabad,Gold,439,Restaurant_439,Mexican,3.1,1117.93
1086,2023-02-25,2023,2,February,Saturday,1,252,User_252,Pune,Regular,38,Restaurant_38,Italian,5.0,415.89
1087,2023-03-13,2023,3,March,Monday,1,449,User_449,Pune,Regular,236,Restaurant_236,Italian,4.2,1175.67
1088,2023-08-11,2023,8,August,Friday,3,1136,User_1136,Hyderabad,Gold,454,Restaurant_454,Italian,4.5,1445.96
1089,2023-05-13,2023,5,May,Saturday,2,894,User_894,Chennai,Regular,34,Restaurant_34,Chinese,4.3,288.58
1090,2023-11-29,2023,11,November,Wednesday,4,2456,User_2456,Bangalore,Gold,82,Restaurant_82,Chinese,3.3,306.93
1091,2023-12-02,2023,12,December,Saturday,4,1899,User_1899,Chennai,Gold,498,Restaurant_498,Chinese,3.9,398.31
1092,2023-08-10,2023,8,August,Thursday,3,2152,User_2152,Chennai,Gold,427,Restaurant_427,Indian,3.6,1445.95
1093,2023-09-14,2023,9,September,Thursday,3,2442,User_2442,Hyderabad,Regular,307,Restaurant_307,Mexican,3.8,803.6
1094,2023-03-23,2023,3,March,Thursday,1,169,User_169,Bangalore,Gold,49,Restaurant_49,Italian,4.0,412.95
1095,2023-05-04,2023,5,May,Thursday,2,2424,User_2424,Hyderabad,Gold,134,Restaurant_134,Mexican,4.3,1313.18
1096,2023-06-03,2023,6,June,Saturday,2,2243,User_2243,Bangalore,Regular,470,Restaurant_470,Italian,3.6,978.33
1097,2023-05-16,2023,5,May,Tuesday,2,1475,User_1475,Bangalore,Gold,152,Restaurant_152,Indian,4.8,1018.66
1098,2023-01-24,2023,1,January,Tuesday,1,1020,User_1020,Hyderabad,Regular,500,Restaurant_500,Chinese,3.2,1186.27
1099,2023-05-07,2023,5,May,Sunday,2,2815,User_2815,Chennai,Regular,188,Restaurant_188,Chinese,4.6,1094.0
1100,2023-09-08,2023,9,September,Friday,3,729,User_729,Bangalore,Regular,387,Restaurant_387,Mexican,3.8,646.38
1101,2023-10-16,2023,10,October,Monday,4,901,User_901,Bangalore,Regular,166,Restaurant_166,Chinese,4.6,184.57
1102,2023-07-18,2023,7,July,Tuesday,3,1796,User_1796,Chennai,Regular,279,Restaurant_279,Italian,4.9,451.11
1103,2023-07-24,2023,7,July,Monday,3,141,User_141,Pune,Gold,256,Restaurant_256,Italian,3.1,833.65
1104,2023-12-03,2023,12,December,Sunday,4,2220,User_2220,Bangalore,Regular,304,Restaurant_304,Italian,4.1,1140.84
1105,2023-03-29,2023,3,March,Wednesday,1,2412,User_2412,Chennai,Gold,253,Restaurant_253,Italian,4.6,1346.12
1106,2023-07-20,2023,7,July,Thursday,3,135,User_135,Chennai,Regular,293,Restaurant_293,Italian,3.0,612.9
1107,2023-01-03,2023,1,January,Tuesday,1,179,User_179,Bangalore,Regular,359,Restaurant_359,Mexican,4.8,464.87
1108,2023-09-02,2023,9,September,Saturday,3,2229,User_2229,Hyderabad,Regular,6,Restaurant_6,Chinese,4.8,1029.13
1109,2023-09-29,2023,9,September,Friday,3,2447,User_2447,Chennai,Regular,314,Restaurant_314,Indian,4.1,906.27
1110,2023-02-17,2023,2,February,Friday,1,2404,User_2404,Hyderabad,Gold,284,Restaurant_284,Indian,4.7,836.63
1111,2023-04-14,2023,4,April,Friday,2,2878,User_2878,Bangalore,Gold,75,Restaurant_75,Chinese,4.2,1322.74
1112,2023-07-31,2023,7,July,Monday,3,1429,User_1429,Chennai,Gold,381,Restaurant_381,Italian,4.6,124.62
1113,2023-06-09,2023,6,June,Friday,2,2093,User_2093,Hyderabad,Regular,382,Restaurant_382,Mexican,4.8,1044.39
1114,2023-05-29,2023,5,May,Monday,2,2161,User_2161,Chennai,Gold,306,Restaurant_306,Chinese,4.8,108.79
1115,2023-02-23,2023,2,February,Thursday,1,919,User_919,Bangalore,Gold,92,Restaurant_92,Mexican,4.9,680.79
1116,2023-11-19,2023,11,November,Sunday,4,1079,User_1079,Bangalore,Gold,374,Restaurant_374,Mexican,3.6,1321.38
1117,2023-08-15,2023,8,August,Tuesday,3,2889,User_2889,Chennai,Gold,179,Restaurant_179,Italian,3.5,1418.5
1118,2023-12-02,2023,12,December,Saturday,4,347,User_347,Pune,Gold,303,Restaurant_303,Mexican,3.2,467.46
1119,2023-07-05,2023,7,July,Wednesday,3,81,User_81,Chennai,Regular,406,Restaurant_406,Chinese,4.5,739.67
1120,2023-07-12,2023,7,July,Wednesday,3,173,User_173,Bangalore,Regular,275,Restaurant_275,Italian,3.8,779.24
1121,2023-01-08,2023,1,January,Sunday,1,913,User_913,Hyderabad,Gold,473,Restaurant_473,Italian,4.5,441.91
1122,2023-10-01,2023,10,October,Sunday,4,2723,User_2723,Chennai,Regular,304,Restaurant_304,Italian,4.1,297.95
1123,2023-08-30,2023,8,August,Wednesday,3,930,User_930,Bangalore,Regular,252,Restaurant_252,Indian,3.7,188.51
1124,2023-02-22,2023,2,February,Wednesday,1,1201,User_1201,Bangalore,Gold,224,Restaurant_224,Chinese,4.8,337.68
1125,2023-12-11,2023,12,December,Monday,4,739,User_739,Hyderabad,Gold,465,Restaurant_465,Italian,4.9,1420.38
1126,2023-06-05,2023,6,June,Monday,2,2411,User_2411,Chennai,Gold,485,Restaurant_485,Mexican,4.9,238.27
1127,2023-10-03,2023,10,October,Tuesday,4,2136,User_2136,Hyderabad,Regular,180,Restaurant_180,Chinese,4.4,486.27
1128,2023-12-08,2023,12,December,Friday,4,1774,User_1774,Bangalore,Regular,489,Restaurant_489,Italian,3.0,994.19
1129,2023-08-15,2023,8,August,Tuesday,3,2710,User_2710,Bangalore,Gold,403,Restaurant_403,Indian,3.6,312.45
1130,2023-11-14,2023,11,November,Tuesday,4,1159,User_1159,Hyderabad,Regular,299,Restaurant_299,Mexican,3.2,681.13
1131,2023-08-02,2023,8,August,Wednesday,3,1448,User_1448,Chennai,Regular,440,Restaurant_440,Mexican,3.8,1134.17
1132,2023-08-26,2023,8,August,Saturday,3,1148,User_1148,Hyderabad,Regular,166,Restaurant_166,Chinese,4.6,1415.71
1133,2023-01-10,2023,1,January,Tuesday,1,151,User_151,Bangalore,Regular,395,Restaurant_395,Mexican,4.0,1156.75
1134,2023-05-04,2023,5,May,Thursday,2,638,User_638,Hyderabad,Regular,311,Restaurant_311,Italian,4.7,1157.84
1135,2023-11-15,2023,11,November,Wednesday,4,2236,User_2236,Hyderabad,Regular,375,Restaurant_375,Chinese,4.3,223.95
1136,2023-07-24,2023,7,July,Monday,3,1988,User_1988,Chennai,Regular,144,Restaurant_144,Chinese,4.5,816.78
1137,2023-11-18,2023,11,November,Saturday,4,496,User_496,Chennai,Regular,15,Restaurant_15,Chinese,4.6,1346.93
1138,2023-08-02,2023,8,August,Wednesday,3,1005,User_1005,Chennai,Gold,101,Restaurant_101,Mexican,3.9,1226.09
1139,2023-11-02,2023,11,November,Thursday,4,110,User_110,Hyderabad,Gold,305,Restaurant_305,Indian,4.6,1188.85
1140,2023-07-15,2023,7,July,Saturday,3,719,User_719,Chennai,Gold,142,Restaurant_142,Indian,4.6,694.92
1141,2023-06-05,2023,6,June,Monday,2,2802,User_2802,Hyderabad,Gold,89,Restaurant_89,Indian,4.3,1444.03
1142,2023-05-20,2023,5,May,Saturday,2,1144,User_1144,Chennai,Gold,456,Restaurant_456,Chinese,4.2,1464.96
1143,2023-09-14,2023,9,September,Thursday,3,1768,User_1768,Chennai,Regular,436,Restaurant_436,Mexican,4.6,855.59
1144,2023-02-09,2023,2,February,Thursday,1,99,User_99,Pune,Regular,208,Restaurant_208,Mexican,4.7,135.34
1145,2023-01-21,2023,1,January,Saturday,1,2134,User_2134,Hyderabad,Regular,93,Restaurant_93,Chinese,4.9,764.35
1146,2023-02-03,2023,2,February,Friday,1,883,User_883,Pune,Gold,300,Restaurant_300,Italian,4.1,1482.01
1147,2023-07-21,2023,7,July,Friday,3,2013,User_2013,Pune,Gold,75,Restaurant_75,Chinese,4.2,732.84
1148,2023-09-12,2023,9,September,Tuesday,3,397,User_397,Pune,Regular,452,Restaurant_452,Chinese,4.4,1001.39
1149,2023-07-21,2023,7,July,Friday,3,2226,User_2226,Hyderabad,Regular,467,Restaurant_467,Italian,3.3,962.96
1150,2023-11-01,2023,11,November,Wednesday,4,1337,User_1337,Bangalore,Regular,296,Restaurant_296,Italian,3.8,1070.74
1151,2023-10-06,2023,10,October,Friday,4,911,User_911,Chennai,Regular,156,Restaurant_156,Italian,3.8,1419.55
1152,2023-09-04,2023,9,September,Monday,3,1592,User_1592,Hyderabad,Gold,138,Restaurant_138,Indian,4.8,333.73
1153,2023-05-20,2023,5,May,Saturday,2,135,User_135,Chennai,Regular,267,Restaurant_267,Chinese,4.2,867.76
1154,2023-12-17,2023,12,December,Sunday,4,1136,User_1136,Hyderabad,Gold,349,Restaurant_349,Indian,4.5,304.12
1155,2023-08-05,2023,8,August,Saturday,3,1633,User_1633,Chennai,Gold,139,Restaurant_139,Mexican,4.8,460.18
1156,2023-05-24,2023,5,May,Wednesday,2,943,User_943,Chennai,Regular,314,Restaurant_314,Indian,4.1,496.77
1157,2023-06-18,2023,6,June,Sunday,2,611,User_611,Pune,Gold,39,Restaurant_39,Indian,4.8,360.69
1158,2023-01-06,2023,1,January,Friday,1,1796,User_1796,Chennai,Regular,180,Restaurant_180,Chinese,4.4,1120.78
1159,2023-08-20,2023,8,August,Sunday,3,322,User_322,Pune,Regular,182,Restaurant_182,Mexican,4.8,1235.16
1160,2023-10-23,2023,10,October,Monday,4,498,User_498,Pune,Regular,374,Restaurant_374,Mexican,3.6,1497.3
1161,2023-12-18,2023,12,December,Monday,4,2414,User_2414,Hyderabad,Gold,214,Restaurant_214,Chinese,3.4,1423.82
1162,2023-07-28,2023,7,July,Friday,3,1942,User_1942,Hyderabad,Gold,218,Restaurant_218,Indian,4.1,510.55
1163,2023-06-20,2023,6,June,Tuesday,2,746,User_746,Bangalore,Regular,303,Restaurant_303,Mexican,3.2,734.47
1164,2023-04-20,2023,4,April,Thursday,2,946,User_946,Hyderabad,Regular,55,Restaurant_55,Indian,3.5,1043.54
1165,2023-11-30,2023,11,November,Thursday,4,400,User_400,Hyderabad,Regular,150,Restaurant_150,Indian,4.2,1409.55
1166,2023-04-10,2023,4,April,Monday,2,1734,User_1734,Chennai,Gold,491,Restaurant_491,Chinese,3.0,1300.86
1167,2023-08-10,2023,8,August,Thursday,3,1677,User_1677,Chennai,Regular,457,Restaurant_457,Indian,3.0,1445.91
1168,2023-07-10,2023,7,July,Monday,3,1492,User_1492,Bangalore,Regular,192,Restaurant_192,Italian,4.3,920.27
1169,2023-02-06,2023,2,February,Monday,1,590,User_590,Bangalore,Regular,405,Restaurant_405,Indian,4.8,754.73
1170,2023-04-08,2023,4,April,Saturday,2,2603,User_2603,Bangalore,Regular,247,Restaurant_247,Mexican,3.2,507.85
1171,2023-03-13,2023,3,March,Monday,1,2091,User_2091,Chennai,Gold,499,Restaurant_499,Mexican,4.9,756.39
1172,2023-01-28,2023,1,January,Saturday,1,180,User_180,Pune,Gold,103,Restaurant_103,Mexican,4.9,423.34
1173,2023-06-18,2023,6,June,Sunday,2,493,User_493,Bangalore,Gold,383,Restaurant_383,Indian,3.1,532.82
1174,2023-12-09,2023,12,December,Saturday,4,2852,User_2852,Pune,Regular,202,Restaurant_202,Indian,4.7,437.96
1175,2023-03-31,2023,3,March,Friday,1,2340,User_2340,Pune,Gold,424,Restaurant_424,Indian,4.7,1175.42
1176,2023-10-18,2023,10,October,Wednesday,4,2498,User_2498,Bangalore,Regular,258,Restaurant_258,Indian,3.0,199.77
1177,2023-09-26,2023,9,September,Tuesday,3,483,User_483,Pune,Gold,439,Restaurant_439,Mexican,3.1,1214.72
1178,2023-02-18,2023,2,February,Saturday,1,1744,User_1744,Bangalore,Gold,134,Restaurant_134,Mexican,4.3,825.45
1179,2023-08-19,2023,8,August,Saturday,3,2091,User_2091,Chennai,Gold,185,Restaurant_185,Mexican,4.5,953.02
1180,2023-05-21,2023,5,May,Sunday,2,1057,User_1057,Hyderabad,Regular,390,Restaurant_390,Mexican,4.7,1250.62
1181,2023-04-26,2023,4,April,Wednesday,2,1678,User_1678,Pune,Gold,104,Restaurant_104,Chinese,4.9,132.91
1182,2023-03-30,2023,3,March,Thursday,1,2189,User_2189,Bangalore,Regular,280,Restaurant_280,Chinese,3.7,1046.45
1183,2023-09-07,2023,9,September,Thursday,3,1277,User_1277,Chennai,Regular,233,Restaurant_233,Italian,4.5,862.55
1184,2023-11-22,2023,11,November,Wednesday,4,917,User_917,Chennai,Regular,301,Restaurant_301,Italian,4.8,493.33
1185,2023-11-04,2023,11,November,Saturday,4,352,User_352,Chennai,Gold,478,Restaurant_478,Chinese,3.1,365.62
1186,2023-02-16,2023,2,February,Thursday,1,1306,User_1306,Chennai,Gold,56,Restaurant_56,Italian,3.2,1145.03
1187,2023-06-10,2023,6,June,Saturday,2,2170,User_2170,Bangalore,Regular,404,Restaurant_404,Indian,3.8,1291.58
1188,2023-04-02,2023,4,April,Sunday,2,51,User_51,Hyderabad,Regular,250,Restaurant_250,Mexican,3.4,1305.9
1189,2024-01-01,2024,1,January,Monday,1,1139,User_1139,Hyderabad,Regular,71,Restaurant_71,Indian,3.7,461.75
1190,2023-09-09,2023,9,September,Saturday,3,2780,User_2780,Bangalore,Regular,436,Restaurant_436,Mexican,4.6,1009.06
1191,2023-10-29,2023,10,October,Sunday,4,2125,User_2125,Pune,Gold,185,Restaurant_185,Mexican,4.5,523.84
1192,2023-08-02,2023,8,August,Wednesday,3,665,User_665,Pune,Gold,489,Restaurant_489,Italian,3.0,795.09
1193,2023-09-22,2023,9,September,Friday,3,526,User_526,Hyderabad,Regular,497,Restaurant_497,Mexican,4.4,497.49
1194,2023-03-01,2023,3,March,Wednesday,1,1875,User_1875,Chennai,Gold,196,Restaurant_196,Italian,5.0,1343.07
1195,2023-06-08,2023,6,June,Thursday,2,2318,User_2318,Pune,Gold,492,Restaurant_492,Italian,4.0,1356.41
1196,2023-03-25,2023,3,March,Saturday,1,1019,User_1019,Hyderabad,Gold,76,Restaurant_76,Italian,4.7,256.45
1197,2023-11-13,2023,11,November,Monday,4,2037,User_2037,Chennai,Gold,376,Restaurant_376,Indian,3.4,127.82
1198,2023-03-24,2023,3,March,Friday,1,2729,User_2729,Hyderabad,Gold,394,Restaurant_394,Mexican,3.5,995.32
1199,2023-12-29,2023,12,December,Friday,4,2823,User_2823,Hyderabad,Regular,241,Restaurant_241,Chinese,3.9,722.27
1200,2023-04-22,2023,4,April,Saturday,2,1362,User_1362,Hyderabad,Gold,12,Restaurant_12,Mexican,3.4,980.43
1201,2023-05-23,2023,5,May,Tuesday,2,2776,User_2776,Chennai,Gold,491,Restaurant_491,Chinese,3.0,1161.4
1202,2023-01-22,2023,1,January,Sunday,1,1964,User_1964,Chennai,Gold,431,Restaurant_431,Mexican,4.6,547.5
1203,2023-10-04,2023,10,October,Wednesday,4,603,User_603,Bangalore,Gold,405,Restaurant_405,Indian,4.8,691.84
1204,2023-05-30,2023,5,May,Tuesday,2,959,User_959,Chennai,Gold,425,Restaurant_425,Chinese,4.2,1435.71
1205,2023-01-07,2023,1,January,Saturday,1,1121,User_1121,Chennai,Gold,494,Restaurant_494,Mexican,4.3,500.12
1206,2023-04-16,2023,4,April,Sunday,2,2037,User_2037,Chennai,Gold,269,Restaurant_269,Indian,3.5,446.51
1207,2023-08-21,2023,8,August,Monday,3,959,User_959,Chennai,Gold,278,Restaurant_278,Indian,3.5,415.63
1208,2023-11-17,2023,11,November,Friday,4,1909,User_1909,Bangalore,Regular,367,Restaurant_367,Indian,4.6,716.26
1209,2023-09-05,2023,9,September,Tuesday,3,481,User_481,Pune,Gold,33,Restaurant_33,Italian,4.2,559.33
1210,2023-05-04,2023,5,May,Thursday,2,1595,User_1595,Chennai,Gold,297,Restaurant_297,Italian,4.8,213.48
1211,2023-05-08,2023,5,May,Monday,2,2304,User_2304,Chennai,Regular,240,Restaurant_240,Indian,3.8,843.75
1212,2023-07-28,2023,7,July,Friday,3,2889,User_2889,Chennai,Gold,413,Restaurant_413,Italian,3.3,657.63
1213,2023-06-09,2023,6,June,Friday,2,2280,User_2280,Bangalore,Regular,341,Restaurant_341,Chinese,3.2,1462.46
1214,2023-03-30,2023,3,March,Thursday,1,215,User_215,Bangalore,Gold,486,Restaurant_486,Italian,4.1,1229.69
1215,2023-08-29,2023,8,August,Tuesday,3,235,User_235,Hyderabad,Gold,27,Restaurant_27,Italian,4.4,1325.45
